age,gender,province,education,n
53,Male,New Brunswick,High school diploma or a high school equivalency certificate,4
53,Male,New Brunswick,Less than high school diploma or its equivalent,1
53,Male,New Brunswick,University certificate or diploma below the bachelor level,1
53,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
53,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
53,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,4
53,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
53,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
53,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
53,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",1
53,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
53,Male,Nova Scotia,Less than high school diploma or its equivalent,3
53,Male,Nova Scotia,University certificate or diploma below the bachelor level,1
53,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
53,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
53,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",17
53,Male,Ontario,High school diploma or a high school equivalency certificate,10
53,Male,Ontario,Less than high school diploma or its equivalent,4
53,Male,Ontario,"University certificate, diploma or degree above the bachelor level",7
53,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",4
53,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,3
53,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
53,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
53,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",8
53,Male,Quebec,High school diploma or a high school equivalency certificate,9
53,Male,Quebec,Less than high school diploma or its equivalent,1
53,Male,Quebec,University certificate or diploma below the bachelor level,1
53,Male,Quebec,"University certificate, diploma or degree above the bachelor level",1
53,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
53,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
54,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
54,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",4
54,Female,Alberta,High school diploma or a high school equivalency certificate,5
54,Female,Alberta,University certificate or diploma below the bachelor level,1
54,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
54,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
54,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",8
54,Female,British Columbia,High school diploma or a high school equivalency certificate,4
54,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",4
54,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",5
54,Female,Manitoba,High school diploma or a high school equivalency certificate,3
54,Female,Manitoba,University certificate or diploma below the bachelor level,1
54,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
54,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
54,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",4
54,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
54,Female,New Brunswick,Less than high school diploma or its equivalent,1
54,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
54,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",7
54,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,6
54,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
54,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",6
54,Female,Nova Scotia,High school diploma or a high school equivalency certificate,4
54,Female,Nova Scotia,Less than high school diploma or its equivalent,2
54,Female,Nova Scotia,University certificate or diploma below the bachelor level,2
54,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
54,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
54,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",26
54,Female,Ontario,High school diploma or a high school equivalency certificate,13
54,Female,Ontario,Less than high school diploma or its equivalent,3
54,Female,Ontario,"University certificate, diploma or degree above the bachelor level",5
54,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
54,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",4
54,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
54,Female,Prince Edward Island,Less than high school diploma or its equivalent,3
54,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
54,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",13
54,Female,Quebec,High school diploma or a high school equivalency certificate,7
54,Female,Quebec,Less than high school diploma or its equivalent,3
54,Female,Quebec,"University certificate, diploma or degree above the bachelor level",3
54,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
54,Female,Saskatchewan,Less than high school diploma or its equivalent,1
54,Female,Saskatchewan,University certificate or diploma below the bachelor level,1
54,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
54,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",9
54,Male,Alberta,High school diploma or a high school equivalency certificate,7
54,Male,Alberta,Less than high school diploma or its equivalent,1
54,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
54,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",5
54,Male,British Columbia,High school diploma or a high school equivalency certificate,4
54,Male,British Columbia,Less than high school diploma or its equivalent,2
54,Male,British Columbia,University certificate or diploma below the bachelor level,1
54,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
54,Male,Manitoba,High school diploma or a high school equivalency certificate,3
54,Male,Manitoba,Less than high school diploma or its equivalent,3
54,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
54,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",4
54,Male,New Brunswick,High school diploma or a high school equivalency certificate,2
54,Male,New Brunswick,Less than high school diploma or its equivalent,1
54,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",4
54,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",5
54,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
54,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
54,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
54,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",5
54,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
54,Male,Nova Scotia,Less than high school diploma or its equivalent,1
54,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
54,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",16
54,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",16
54,Male,Ontario,High school diploma or a high school equivalency certificate,10
54,Male,Ontario,Less than high school diploma or its equivalent,2
54,Male,Ontario,"University certificate, diploma or degree above the bachelor level",4
54,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
54,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,6
54,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
54,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
54,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",9
54,Male,Quebec,High school diploma or a high school equivalency certificate,9
54,Male,Quebec,Less than high school diploma or its equivalent,7
54,Male,Quebec,University certificate or diploma below the bachelor level,1
54,Male,Quebec,"University certificate, diploma or degree above the bachelor level",2
54,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
54,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
54,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
54,Male,Saskatchewan,Less than high school diploma or its equivalent,3
55,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",12
55,Female,Alberta,High school diploma or a high school equivalency certificate,9
55,Female,Alberta,Less than high school diploma or its equivalent,2
55,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
55,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
55,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",10
55,Female,British Columbia,High school diploma or a high school equivalency certificate,5
55,Female,British Columbia,Less than high school diploma or its equivalent,5
55,Female,British Columbia,University certificate or diploma below the bachelor level,2
55,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
55,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
55,Female,Manitoba,High school diploma or a high school equivalency certificate,3
55,Female,Manitoba,University certificate or diploma below the bachelor level,1
55,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
55,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",7
55,Female,New Brunswick,High school diploma or a high school equivalency certificate,9
55,Female,New Brunswick,Less than high school diploma or its equivalent,1
55,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",3
55,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
55,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
55,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
55,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",4
55,Female,Nova Scotia,High school diploma or a high school equivalency certificate,2
55,Female,Nova Scotia,University certificate or diploma below the bachelor level,2
55,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
55,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
55,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",17
55,Female,Ontario,High school diploma or a high school equivalency certificate,13
55,Female,Ontario,Less than high school diploma or its equivalent,3
55,Female,Ontario,University certificate or diploma below the bachelor level,3
55,Female,Ontario,"University certificate, diploma or degree above the bachelor level",8
55,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
55,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
55,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
55,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
55,Female,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
55,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
55,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",11
55,Female,Quebec,High school diploma or a high school equivalency certificate,9
55,Female,Quebec,Less than high school diploma or its equivalent,8
55,Female,Quebec,University certificate or diploma below the bachelor level,1
55,Female,Quebec,"University certificate, diploma or degree above the bachelor level",3
55,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
55,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
55,Female,Saskatchewan,Less than high school diploma or its equivalent,1
55,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
55,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",6
55,Male,Alberta,High school diploma or a high school equivalency certificate,8
55,Male,Alberta,Less than high school diploma or its equivalent,2
55,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
55,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
55,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",8
55,Male,British Columbia,High school diploma or a high school equivalency certificate,5
55,Male,British Columbia,Less than high school diploma or its equivalent,2
55,Male,British Columbia,University certificate or diploma below the bachelor level,2
55,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",3
55,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",5
55,Male,Manitoba,High school diploma or a high school equivalency certificate,5
55,Male,Manitoba,Less than high school diploma or its equivalent,3
55,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
55,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
55,Male,New Brunswick,High school diploma or a high school equivalency certificate,5
55,Male,New Brunswick,Less than high school diploma or its equivalent,2
55,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
55,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
55,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
55,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
55,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
55,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
55,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
55,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",1
55,Male,Nova Scotia,High school diploma or a high school equivalency certificate,7
55,Male,Nova Scotia,Less than high school diploma or its equivalent,2
55,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
55,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
55,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",16
55,Male,Ontario,High school diploma or a high school equivalency certificate,13
55,Male,Ontario,Less than high school diploma or its equivalent,3
55,Male,Ontario,University certificate or diploma below the bachelor level,2
55,Male,Ontario,"University certificate, diploma or degree above the bachelor level",5
55,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
55,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,4
55,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
55,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
55,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
55,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",7
55,Male,Quebec,High school diploma or a high school equivalency certificate,3
55,Male,Quebec,Less than high school diploma or its equivalent,8
55,Male,Quebec,"University certificate, diploma or degree above the bachelor level",3
55,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
55,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
55,Male,Saskatchewan,High school diploma or a high school equivalency certificate,6
55,Male,Saskatchewan,Less than high school diploma or its equivalent,1
55,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
56,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
56,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",3
56,Female,Alberta,High school diploma or a high school equivalency certificate,5
56,Female,Alberta,University certificate or diploma below the bachelor level,2
56,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
56,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
56,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",11
56,Female,British Columbia,High school diploma or a high school equivalency certificate,8
56,Female,British Columbia,University certificate or diploma below the bachelor level,1
56,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
56,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
56,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
56,Female,Manitoba,High school diploma or a high school equivalency certificate,4
56,Female,Manitoba,Less than high school diploma or its equivalent,1
56,Female,Manitoba,University certificate or diploma below the bachelor level,2
56,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
56,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
56,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",9
56,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
56,Female,New Brunswick,Less than high school diploma or its equivalent,1
56,Female,New Brunswick,University certificate or diploma below the bachelor level,1
56,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
56,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",5
56,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
56,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
56,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",7
56,Female,Nova Scotia,High school diploma or a high school equivalency certificate,6
56,Female,Nova Scotia,University certificate or diploma below the bachelor level,1
56,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",16
56,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",11
56,Female,Ontario,High school diploma or a high school equivalency certificate,14
56,Female,Ontario,Less than high school diploma or its equivalent,5
56,Female,Ontario,University certificate or diploma below the bachelor level,3
56,Female,Ontario,"University certificate, diploma or degree above the bachelor level",5
56,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
56,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
56,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,3
56,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
56,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",13
56,Female,Quebec,High school diploma or a high school equivalency certificate,12
56,Female,Quebec,Less than high school diploma or its equivalent,9
56,Female,Quebec,University certificate or diploma below the bachelor level,2
56,Female,Quebec,"University certificate, diploma or degree above the bachelor level",4
56,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
56,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
56,Female,Saskatchewan,Less than high school diploma or its equivalent,1
56,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
56,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",9
56,Male,Alberta,High school diploma or a high school equivalency certificate,2
56,Male,Alberta,Less than high school diploma or its equivalent,2
56,Male,Alberta,"University certificate, diploma or degree above the bachelor level",3
56,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",8
56,Male,British Columbia,High school diploma or a high school equivalency certificate,6
56,Male,British Columbia,Less than high school diploma or its equivalent,4
56,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
56,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
56,Male,Manitoba,High school diploma or a high school equivalency certificate,7
56,Male,Manitoba,Less than high school diploma or its equivalent,1
56,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
56,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",6
56,Male,New Brunswick,High school diploma or a high school equivalency certificate,4
56,Male,New Brunswick,Less than high school diploma or its equivalent,3
56,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
56,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
56,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
56,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",2
56,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
56,Male,Nova Scotia,High school diploma or a high school equivalency certificate,6
56,Male,Nova Scotia,Less than high school diploma or its equivalent,4
56,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",3
56,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
56,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",14
56,Male,Ontario,High school diploma or a high school equivalency certificate,12
56,Male,Ontario,Less than high school diploma or its equivalent,5
56,Male,Ontario,University certificate or diploma below the bachelor level,1
56,Male,Ontario,"University certificate, diploma or degree above the bachelor level",8
56,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
56,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
56,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
56,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
56,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",15
56,Male,Quebec,High school diploma or a high school equivalency certificate,16
56,Male,Quebec,Less than high school diploma or its equivalent,6
56,Male,Quebec,"University certificate, diploma or degree above the bachelor level",2
56,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",1
56,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
56,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
57,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
57,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",2
57,Female,Alberta,High school diploma or a high school equivalency certificate,5
57,Female,Alberta,University certificate or diploma below the bachelor level,2
57,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
57,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",8
57,Female,British Columbia,High school diploma or a high school equivalency certificate,7
57,Female,British Columbia,Less than high school diploma or its equivalent,1
57,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
57,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
57,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
57,Female,Manitoba,High school diploma or a high school equivalency certificate,4
57,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
57,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
57,Female,New Brunswick,Less than high school diploma or its equivalent,2
57,Female,New Brunswick,University certificate or diploma below the bachelor level,2
57,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",7
57,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
57,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
57,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",7
57,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
57,Female,Nova Scotia,Less than high school diploma or its equivalent,4
57,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
57,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",16
57,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",26
57,Female,Ontario,High school diploma or a high school equivalency certificate,13
57,Female,Ontario,Less than high school diploma or its equivalent,3
57,Female,Ontario,University certificate or diploma below the bachelor level,1
57,Female,Ontario,"University certificate, diploma or degree above the bachelor level",4
57,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
57,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
57,Female,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",3
57,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
57,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",10
57,Female,Quebec,High school diploma or a high school equivalency certificate,14
57,Female,Quebec,Less than high school diploma or its equivalent,8
57,Female,Quebec,University certificate or diploma below the bachelor level,2
57,Female,Quebec,"University certificate, diploma or degree above the bachelor level",2
57,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
57,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",6
57,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
57,Female,Saskatchewan,Less than high school diploma or its equivalent,2
57,Female,Saskatchewan,University certificate or diploma below the bachelor level,2
57,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
57,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",8
57,Male,Alberta,High school diploma or a high school equivalency certificate,5
57,Male,Alberta,Less than high school diploma or its equivalent,2
57,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
57,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
57,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",4
57,Male,British Columbia,High school diploma or a high school equivalency certificate,7
57,Male,British Columbia,Less than high school diploma or its equivalent,6
57,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
57,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,Manitoba,High school diploma or a high school equivalency certificate,1
57,Male,Manitoba,Less than high school diploma or its equivalent,3
57,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",2
57,Male,New Brunswick,High school diploma or a high school equivalency certificate,6
57,Male,New Brunswick,Less than high school diploma or its equivalent,1
57,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
57,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",5
57,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
57,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
57,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
57,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
57,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
57,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",8
57,Male,Nova Scotia,High school diploma or a high school equivalency certificate,4
57,Male,Nova Scotia,Less than high school diploma or its equivalent,2
57,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",12
57,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",14
57,Male,Ontario,High school diploma or a high school equivalency certificate,13
57,Male,Ontario,Less than high school diploma or its equivalent,5
57,Male,Ontario,University certificate or diploma below the bachelor level,2
57,Male,Ontario,"University certificate, diploma or degree above the bachelor level",3
57,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
57,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
57,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
57,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",8
57,Male,Quebec,High school diploma or a high school equivalency certificate,4
57,Male,Quebec,Less than high school diploma or its equivalent,5
57,Male,Quebec,University certificate or diploma below the bachelor level,1
57,Male,Quebec,"University certificate, diploma or degree above the bachelor level",4
57,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
57,Male,Saskatchewan,High school diploma or a high school equivalency certificate,5
57,Male,Saskatchewan,Less than high school diploma or its equivalent,3
57,Male,Saskatchewan,University certificate or diploma below the bachelor level,1
58,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
58,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",9
58,Female,Alberta,High school diploma or a high school equivalency certificate,6
58,Female,Alberta,University certificate or diploma below the bachelor level,2
58,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
58,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",11
58,Female,British Columbia,High school diploma or a high school equivalency certificate,5
58,Female,British Columbia,University certificate or diploma below the bachelor level,3
58,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",1
58,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
58,Female,Manitoba,High school diploma or a high school equivalency certificate,3
58,Female,Manitoba,Less than high school diploma or its equivalent,2
