age,gender,province,education,n
25,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
25,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
25,Male,Saskatchewan,Less than high school diploma or its equivalent,2
26,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
26,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",5
26,Female,Alberta,High school diploma or a high school equivalency certificate,2
26,Female,Alberta,Less than high school diploma or its equivalent,1
26,Female,Alberta,University certificate or diploma below the bachelor level,3
26,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
26,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",1
26,Female,British Columbia,High school diploma or a high school equivalency certificate,6
26,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
26,Female,Manitoba,High school diploma or a high school equivalency certificate,1
26,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",5
26,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
26,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
26,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
26,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
26,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
26,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
26,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
26,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
26,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",10
26,Female,Ontario,High school diploma or a high school equivalency certificate,3
26,Female,Ontario,University certificate or diploma below the bachelor level,1
26,Female,Ontario,"University certificate, diploma or degree above the bachelor level",3
26,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",1
26,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,3
26,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
26,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",6
26,Female,Quebec,High school diploma or a high school equivalency certificate,3
26,Female,Quebec,Less than high school diploma or its equivalent,2
26,Female,Quebec,University certificate or diploma below the bachelor level,2
26,Female,Quebec,"University certificate, diploma or degree above the bachelor level",5
26,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
26,Female,Saskatchewan,University certificate or diploma below the bachelor level,2
26,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
26,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
26,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",2
26,Male,Alberta,High school diploma or a high school equivalency certificate,4
26,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
26,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",5
26,Male,British Columbia,High school diploma or a high school equivalency certificate,2
26,Male,British Columbia,University certificate or diploma below the bachelor level,1
26,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
26,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
26,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",2
26,Male,Manitoba,High school diploma or a high school equivalency certificate,1
26,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",1
26,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
26,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
26,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
26,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
26,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
26,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
26,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",12
26,Male,Ontario,High school diploma or a high school equivalency certificate,6
26,Male,Ontario,University certificate or diploma below the bachelor level,1
26,Male,Ontario,"University certificate, diploma or degree above the bachelor level",3
26,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
26,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
26,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
26,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",13
26,Male,Quebec,High school diploma or a high school equivalency certificate,4
26,Male,Quebec,Less than high school diploma or its equivalent,2
26,Male,Quebec,University certificate or diploma below the bachelor level,1
26,Male,Quebec,"University certificate, diploma or degree above the bachelor level",3
26,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
26,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
26,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
27,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
27,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",6
27,Female,Alberta,High school diploma or a high school equivalency certificate,2
27,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
27,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
27,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",4
27,Female,British Columbia,High school diploma or a high school equivalency certificate,2
27,Female,British Columbia,University certificate or diploma below the bachelor level,2
27,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
27,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",5
27,Female,Manitoba,High school diploma or a high school equivalency certificate,2
27,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
27,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
27,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
27,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
27,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
27,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
27,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
27,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
27,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
27,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
27,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",7
27,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
27,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
27,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",13
27,Female,Ontario,High school diploma or a high school equivalency certificate,2
27,Female,Ontario,Less than high school diploma or its equivalent,1
27,Female,Ontario,University certificate or diploma below the bachelor level,3
27,Female,Ontario,"University certificate, diploma or degree above the bachelor level",6
27,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
27,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
27,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
27,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",11
27,Female,Quebec,High school diploma or a high school equivalency certificate,4
27,Female,Quebec,Less than high school diploma or its equivalent,2
27,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
27,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
27,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
27,Female,Saskatchewan,University certificate or diploma below the bachelor level,1
27,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
27,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",5
27,Male,Alberta,High school diploma or a high school equivalency certificate,4
27,Male,Alberta,University certificate or diploma below the bachelor level,2
27,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
27,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
27,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",5
27,Male,British Columbia,High school diploma or a high school equivalency certificate,3
27,Male,British Columbia,Less than high school diploma or its equivalent,1
27,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
27,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
27,Male,Manitoba,High school diploma or a high school equivalency certificate,1
27,Male,Manitoba,University certificate or diploma below the bachelor level,1
27,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
27,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",2
27,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
27,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
27,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
27,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
27,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
27,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
27,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
27,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
